State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
Texas,Brazoria County,1,2661,904,0,0,0.00,0,1,0,0,0,1,14.7,60167,0,1,0,1,0,0,0,0,1935,72.73,702,26.37,580,21.78,158,5.93,1545,58.07,140,5.26,15,0.55,2,0.08,16,0.60,218,8.18,631,23.71,15,1.64,65,7.16,856,823,218,2157,174,26,2,20,282,858,15,75
Texas,Brazoria County,1,6989,2848,0,55,0.79,0,0,0,0,1,0,9.6,81750,1,1,1,1,1,0,0,1,6359,90.99,1620,23.18,1684,24.09,749,10.72,5045,72.18,475,6.80,354,5.06,3,0.04,30,0.43,452,6.47,1151,16.47,208,7.30,162,5.69,1882,1844,783,5565,487,428,3,31,475,1260,262,193
Texas,Brazoria County,1,5561,2203,0,1,0.02,0,0,0,0,0,0,6.2,83631,1,1,1,1,1,0,0,0,3908,70.27,924,16.62,1003,18.03,628,11.29,3413,61.38,132,2.38,44,0.80,1,0.01,27,0.49,290,5.22,993,17.85,40,1.80,128,5.79,1488,1457,768,4711,294,62,2,39,453,1554,77,185
Texas,Brazoria County,1,5080,1820,0,0,0.00,0,0,0,0,0,0,3.1,127202,1,1,1,1,1,0,0,0,3943,77.62,327,6.44,1067,21.00,450,8.85,3449,67.90,143,2.81,88,1.74,2,0.04,10,0.20,250,4.92,574,11.30,15,0.81,7,0.41,399,1345,700,4499,163,104,2,16,296,714,17,10
Texas,Brazoria County,1,3471,1324,0,0,0.00,0,0,0,0,0,0,13.7,92194,1,1,1,1,1,0,0,0,2877,82.89,560,16.14,792,22.81,276,7.95,2224,64.08,175,5.04,37,1.06,1,0.03,13,0.39,427,12.29,967,27.86,51,3.88,59,4.49,759,959,290,2607,291,46,1,30,496,1197,64,71
Texas,Brazoria County,1,5658,1987,0,89,1.57,0,0,0,0,0,0,17.5,65436,1,1,1,1,1,0,0,0,3962,70.03,1384,24.47,1246,22.02,297,5.25,2842,50.22,512,9.05,44,0.78,1,0.02,22,0.40,541,9.56,1617,28.57,95,4.79,212,10.66,2108,1768,515,4079,590,54,1,34,900,2666,171,352
Texas,Brazoria County,1,2324,801,0,75,3.23,0,0,0,0,0,0,18.4,61944,0,0,0,0,0,0,0,0,233,10.03,97,4.17,37,1.58,65,2.82,170,7.33,28,1.20,2,0.07,0,0.00,0,0.01,33,1.41,96,4.11,5,0.67,10,1.19,906,690,234,1696,166,13,0,30,419,1440,52,101
Texas,Brazoria County,0,4184,1470,0,0,0.00,0,0,0,0,0,0,13.2,73362,0,0,0,0,0,0,0,0,2256,53.93,751,17.94,588,14.04,230,5.50,1673,39.98,191,4.55,11,0.27,0,0.00,17,0.40,365,8.72,922,22.05,47,3.23,93,6.33,1534,1249,323,2789,432,20,0,39,904,2187,127,157
Texas,Brazoria County,0,5348,1920,0,0,0.00,0,0,0,0,0,0,10.4,61755,0,0,0,0,0,0,0,0,5348,100.00,1889,35.32,1433,26.80,597,11.16,4015,75.07,277,5.18,32,0.60,3,0.06,32,0.60,989,18.49,2184,40.84,74,3.87,200,10.43,1918,1433,597,4015,277,32,3,32,989,2184,87,224
Texas,Brazoria County,1,1916,850,0,21,1.10,1,1,1,0,0,1,19.4,59231,1,1,1,1,1,0,0,0,1916,100.00,892,46.54,375,19.57,294,15.34,1675,87.42,53,2.77,10,0.52,0,0.00,28,1.46,150,7.83,333,17.38,34,3.96,110,12.95,954,375,294,1675,53,10,0,28,150,333,38,127
Texas,Brazoria County,1,5445,1745,0,74,1.36,1,1,1,1,1,1,26.6,47852,1,1,1,1,1,0,0,1,5331,97.90,3189,58.56,1817,33.38,398,7.30,3229,59.31,790,14.51,33,0.61,0,0.00,35,0.64,1243,22.83,3395,62.35,268,15.34,503,28.84,3711,1839,411,3315,795,33,0,35,1267,3462,268,518
Texas,Brazoria County,1,6591,2076,0,0,0.00,1,1,1,0,0,1,22.6,50469,1,1,1,1,1,0,0,0,4633,70.29,2519,38.22,1583,24.01,423,6.42,3065,46.50,469,7.12,18,0.27,1,0.02,45,0.69,1035,15.70,2780,42.17,57,2.76,272,13.12,3159,2269,558,4495,669,29,1,66,1331,3765,88,410
Texas,Brazoria County,0,4925,1900,0,0,0.00,0,0,0,0,0,1,13.4,59833,0,0,0,0,0,0,0,0,4924,99.98,1716,34.84,1160,23.55,769,15.61,4039,82.02,469,9.52,16,0.32,0,0.00,20,0.41,380,7.72,998,20.26,59,3.09,165,8.67,2017,1160,769,4040,469,16,0,20,380,998,53,167
Texas,Brazos County,0,7389,2762,0,29,0.39,0,0,0,0,0,0,7.0,65000,0,0,0,0,0,0,0,0,6733,91.12,1919,25.98,1785,24.15,665,9.00,5453,73.80,733,9.92,33,0.45,2,0.03,23,0.30,489,6.62,1391,18.83,59,2.14,185,6.69,2563,1955,705,5947,826,41,2,24,549,1548,88,248
Texas,Brazos County,0,6212,2299,0,39,0.63,0,0,0,0,0,0,5.5,97266,0,0,0,0,0,0,0,0,6203,99.85,1044,16.81,1594,25.66,783,12.61,5679,91.42,135,2.17,52,0.84,0,0.00,24,0.39,313,5.04,765,12.31,42,1.81,7,0.29,987,1595,787,5688,135,52,0,24,313,765,42,7
Texas,Brazos County,0,1837,684,0,0,0.00,0,0,0,0,0,0,5.0,83491,1,1,0,0,0,1,0,0,1837,100.00,450,24.49,479,26.08,245,13.34,1665,90.64,79,4.30,2,0.11,0,0.00,5,0.27,86,4.68,208,11.32,0,0.00,31,4.56,428,479,245,1665,79,2,0,5,86,208,0,30
Texas,Brazos County,1,6709,3005,0,0,0.00,0,1,0,0,0,1,29.9,54847,0,1,0,1,0,0,0,0,3735,55.67,1532,22.83,757,11.29,180,2.68,2649,39.48,564,8.41,64,0.95,0,0.01,19,0.29,438,6.53,1078,16.07,77,2.57,252,8.38,2961,1433,274,4566,1238,120,4,33,748,1886,148,430
Texas,Brazos County,0,6688,1944,0,1071,16.01,0,0,0,0,0,0,14.3,64297,0,0,0,0,0,0,0,0,6678,99.85,2551,38.14,1564,23.39,543,8.13,4682,70.01,1055,15.78,23,0.34,4,0.06,22,0.33,892,13.33,2362,35.32,59,3.01,261,13.45,2883,1566,544,4691,1056,23,4,22,892,2363,70,312
Texas,Brazos County,1,7211,2269,0,0,0.00,0,0,0,0,0,0,8.4,58902,1,1,1,1,1,0,0,0,6957,96.48,2374,32.92,2335,32.38,494,6.86,4266,59.16,1259,17.46,25,0.35,0,0.00,35,0.49,1372,19.02,3408,47.26,43,1.90,376,16.58,2170,2414,511,4393,1304,25,0,35,1454,3550,47,408
Texas,Brazos County,1,5083,1502,0,824,16.21,1,1,1,0,0,1,25.5,40588,1,1,1,1,1,0,0,0,4233,83.28,1519,29.89,1062,20.88,263,5.18,2121,41.73,1573,30.95,37,0.73,4,0.08,30,0.59,467,9.19,1242,24.43,68,4.51,201,13.37,2077,1304,331,2502,1951,40,5,30,555,1421,77,272
Texas,Brazos County,1,5543,1584,0,387,6.98,1,1,1,0,0,1,41.3,27391,1,1,1,1,1,0,0,0,2918,52.64,2297,41.45,970,17.49,183,3.30,1064,19.19,1496,26.99,0,0.00,1,0.01,8,0.15,349,6.30,1212,21.86,44,2.79,252,15.89,3722,1803,420,1974,2591,0,8,20,950,2654,122,551
Texas,Brazos County,1,5263,1348,0,400,7.60,1,1,1,0,0,1,21.7,42000,1,1,1,1,1,0,0,0,3499,66.49,2276,43.24,1223,23.24,205,3.90,1526,29.00,778,14.78,1,0.02,2,0.04,42,0.79,1150,21.86,2424,46.07,20,1.48,164,12.16,3586,1714,311,2460,997,5,2,53,1746,3700,30,281
Texas,Brazos County,1,6182,1729,0,0,0.00,1,1,1,1,1,1,31.8,43087,1,1,1,1,1,0,0,1,5722,92.57,3688,59.66,2133,34.51,228,3.69,2662,43.06,1155,18.69,18,0.28,1,0.01,45,0.74,1841,29.79,3887,62.88,128,7.41,397,22.94,4224,2294,252,2927,1221,18,1,49,1966,4244,153,464
Texas,Brazos County,1,3055,1106,0,6,0.20,1,1,1,0,0,1,18.0,45647,1,1,1,1,1,0,0,0,2906,95.11,1601,52.40,891,29.15,220,7.21,1910,62.53,387,12.67,23,0.75,3,0.10,18,0.60,564,18.46,1435,46.96,68,6.17,179,16.20,1717,925,232,2019,412,24,3,19,578,1473,54,197
Texas,Brazos County,1,5255,2082,0,179,3.41,0,0,0,0,1,0,15.9,60688,0,1,0,1,0,0,0,1,3264,62.11,1455,27.68,658,12.53,556,10.58,2483,47.25,279,5.32,31,0.59,2,0.04,21,0.40,448,8.52,1026,19.53,156,7.48,92,4.44,1858,1056,1019,4144,400,34,2,26,649,1506,203,155
Texas,Brazos County,1,2369,790,0,33,1.39,0,0,0,0,0,1,37.6,26964,0,0,0,0,0,0,0,0,497,20.98,331,13.98,189,7.99,19,0.78,297,12.53,87,3.67,0,0.00,0,0.00,1,0.03,113,4.75,278,11.73,8,1.02,29,3.70,1679,777,111,1430,388,4,1,19,527,1366,51,185
Texas,Brazos County,1,7867,3433,0,10,0.13,0,1,0,1,1,1,48.5,33961,0,1,0,1,0,0,0,1,3734,47.47,2921,37.13,430,5.47,59,0.74,2373,30.16,405,5.15,597,7.59,0,0.00,23,0.29,336,4.28,758,9.63,268,7.82,239,6.96,5371,1378,281,5158,925,690,4,36,1054,2054,369,412
Texas,Brazos County,1,4542,1999,0,97,2.14,0,0,0,0,0,0,19.6,57112,0,1,0,1,0,0,0,0,1040,22.90,379,8.34,183,4.02,204,4.48,890,19.60,66,1.46,18,0.40,2,0.04,5,0.11,59,1.30,131,2.88,29,1.46,29,1.45,1979,913,693,3489,563,74,5,27,384,793,106,137
Texas,Brazos County,1,2547,1137,0,0,0.00,1,1,1,1,1,1,37.8,40487,1,1,1,1,1,0,0,1,2529,99.29,1517,59.55,305,11.99,74,2.91,1906,74.82,154,6.04,239,9.37,1,0.04,12,0.47,218,8.55,430,16.90,121,10.63,33,2.91,1569,308,77,1920,155,239,1,12,220,436,124,34
Texas,Brazos County,1,4028,1891,0,77,1.91,1,1,1,1,1,1,32.4,61635,1,1,1,1,1,0,0,1,4028,100.00,2094,51.98,438,10.87,303,7.52,2949,73.21,217,5.39,510,12.66,8,0.20,11,0.27,333,8.27,581,14.42,133,7.03,150,7.93,2523,438,303,2949,217,510,8,11,333,581,137,157
Texas,Brazos County,1,5136,2274,0,345,6.72,0,1,0,1,1,1,34.2,47047,0,1,0,1,0,0,0,1,4931,96.01,3324,64.72,440,8.57,124,2.42,3660,71.26,343,6.68,397,7.73,6,0.11,40,0.77,486,9.46,869,16.91,270,11.85,177,7.77,2730,453,125,3799,356,419,7,41,514,908,255,171
Texas,Brazos County,1,3455,1395,0,701,20.29,0,1,0,1,1,1,61.6,17034,0,1,0,1,0,0,0,1,3397,98.32,2770,80.18,170,4.93,13,0.37,1622,46.96,166,4.80,1377,39.85,12,0.35,8,0.23,212,6.14,326,9.44,295,21.11,148,10.62,1724,176,13,1633,170,1417,12,8,215,331,278,102
Texas,Brazos County,1,4572,1917,0,0,0.00,1,1,1,0,0,1,51.4,40990,1,1,1,1,1,0,0,0,2828,61.85,2059,45.04,531,11.62,256,5.59,2008,43.92,574,12.55,38,0.84,0,0.00,10,0.23,197,4.31,384,8.40,22,1.13,131,6.85,3428,684,323,3165,668,342,0,11,386,723,127,234
Texas,Brazos County,1,5560,2482,0,0,0.00,1,1,1,1,1,1,39.6,60195,1,1,1,1,1,0,0,1,4066,73.13,2664,47.92,367,6.60,236,4.25,3260,58.64,213,3.84,366,6.58,2,0.04,14,0.25,210,3.77,479,8.61,103,4.15,99,3.98,3583,643,277,4102,432,630,3,21,372,756,276,145
Texas,Brazos County,1,3367,1475,0,0,0.00,1,1,1,1,1,1,34.9,56792,1,1,1,1,1,0,0,1,3367,100.00,1885,55.99,483,14.35,86,2.55,2168,64.39,636,18.89,307,9.12,1,0.03,19,0.56,236,7.01,567,16.84,117,7.92,44,2.95,2341,483,86,2168,636,307,1,19,236,567,138,50
Texas,Brazos County,1,3093,1374,0,98,3.17,0,1,0,0,0,1,37.4,39018,0,1,0,1,0,0,0,0,788,25.49,430,13.91,104,3.35,65,2.10,693,22.41,32,1.03,24,0.76,5,0.16,3,0.08,33,1.06,93,3.00,19,1.40,32,2.32,2325,358,201,2379,228,268,7,8,203,625,214,166
Texas,Brazos County,1,5762,2708,0,0,0.00,1,1,1,0,0,1,45.8,46607,1,1,1,1,1,0,0,0,4095,71.08,2702,46.89,276,4.79,24,0.42,3183,55.24,263,4.56,368,6.38,0,0.00,15,0.27,267,4.63,655,11.37,66,2.43,119,4.39,4122,444,47,4442,434,459,0,26,401,937,102,174
Texas,Brazos County,1,2612,1021,0,0,0.00,0,1,0,1,1,1,57.4,42664,0,1,0,1,0,0,0,1,2352,90.04,1881,72.01,502,19.22,121,4.62,1545,59.16,512,19.61,96,3.69,1,0.04,15,0.57,182,6.98,413,15.81,110,10.81,184,18.04,2562,575,133,1699,545,100,1,15,252,518,138,223
Texas,Brazos County,1,5009,2063,0,0,0.00,0,1,0,0,0,1,21.9,69412,0,1,0,1,0,0,0,0,2774,55.38,1102,22.01,611,12.20,183,3.66,2379,47.49,146,2.92,78,1.55,2,0.04,11,0.22,158,3.16,347,6.93,33,1.60,51,2.48,2325,1080,289,4083,413,146,4,18,345,774,91,115
Texas,Brazos County,1,6280,2441,0,137,2.18,0,0,0,0,0,0,20.0,83942,0,1,0,1,0,0,0,0,5087,81.01,2221,35.37,963,15.33,327,5.21,3732,59.42,420,6.69,559,8.91,1,0.02,19,0.31,356,5.66,645,10.27,56,2.27,23,0.96,2669,1259,396,4630,445,767,1,23,414,750,72,31
Texas,Brazos County,1,1352,485,0,0,0.00,0,1,0,0,0,1,20.9,62054,0,1,0,1,0,0,0,0,977,72.25,386,28.59,172,12.75,16,1.20,829,61.30,33,2.46,78,5.79,1,0.04,1,0.09,35,2.57,129,9.53,0,0.00,22,4.54,614,236,25,1144,48,107,1,2,50,176,0,32
Texas,Brazos County,1,5379,2630,0,45,0.84,0,0,0,0,0,0,14.7,85795,0,1,0,1,0,0,0,0,2179,40.50,582,10.83,386,7.18,303,5.63,1866,34.69,100,1.86,55,1.02,5,0.10,6,0.11,147,2.73,343,6.38,72,2.72,48,1.84,2062,895,1431,4653,314,86,11,17,298,729,210,119
Texas,Brazos County,1,4367,1632,0,0,0.00,0,0,0,0,0,0,9.1,114408,1,1,1,1,1,0,0,0,4313,98.77,809,18.52,1008,23.08,595,13.63,3854,88.25,78,1.79,216,4.94,0,0.00,20,0.46,146,3.33,301,6.88,0,0.00,27,1.65,1129,1014,615,3898,78,224,0,20,147,303,0,36
Texas,Brazos County,0,6036,2589,0,48,0.80,0,0,0,0,0,0,13.2,95241,0,0,0,0,0,0,0,0,5395,89.39,1384,22.93,1087,18.00,591,9.80,4684,77.60,234,3.88,182,3.02,4,0.06,21,0.35,270,4.47,683,11.32,74,2.87,85,3.30,2182,1259,632,5193,318,191,8,23,303,807,119,130
Texas,Brazos County,1,1590,625,0,0,0.00,0,0,0,0,0,0,9.6,87270,0,1,0,1,0,0,0,0,805,50.61,179,11.26,202,12.70,169,10.64,617,38.79,45,2.83,95,5.96,0,0.00,3,0.22,45,2.80,78,4.91,26,4.10,7,1.15,402,410,203,1206,79,221,0,7,77,159,50,14
Texas,Brazos County,1,5673,2018,0,0,0.00,0,0,0,0,0,0,16.2,101406,1,1,1,1,1,0,0,0,5202,91.69,1624,28.63,1214,21.40,162,2.86,4279,75.43,304,5.36,401,7.06,5,0.08,24,0.42,189,3.34,585,10.31,0,0.00,19,0.95,1973,1339,192,4657,338,435,6,27,210,631,0,26
Texas,Brazos County,1,5883,1971,0,3,0.05,0,0,0,0,0,0,3.4,108977,1,1,1,1,1,0,0,0,5757,97.86,601,10.22,1944,33.04,268,4.56,4763,80.95,247,4.20,444,7.55,2,0.03,15,0.25,286,4.87,655,11.13,0,0.00,0,0.00,936,1988,274,4868,252,455,2,15,291,667,0,0
Texas,Brazos County,1,4310,1462,0,0,0.00,0,0,0,0,0,0,2.8,135093,1,1,1,1,1,0,0,0,4045,93.85,249,5.78,1261,29.26,583,13.53,3465,80.41,54,1.25,431,10.01,0,0.00,7,0.15,88,2.04,196,4.55,19,1.30,14,0.98,297,1358,602,3682,56,468,0,7,97,212,24,18
Texas,Brazos County,0,2714,948,0,0,0.00,0,0,0,0,0,0,4.8,95455,0,0,0,0,0,0,0,0,2702,99.55,415,15.28,740,27.25,303,11.18,2366,87.17,87,3.20,68,2.50,0,0.00,17,0.63,164,6.05,325,11.98,0,0.00,11,1.13,395,745,304,2377,87,68,0,17,165,326,0,13
Texas,Brazos County,0,2827,1020,0,0,0.00,0,0,0,0,0,0,3.2,111813,0,0,0,0,0,0,0,0,2827,100.00,326,11.52,744,26.32,300,10.61,2554,90.34,138,4.88,32,1.13,0,0.00,16,0.57,87,3.08,274,9.69,0,0.00,48,4.67,589,744,300,2554,138,32,0,16,87,274,0,78
Texas,Brazos County,1,4873,1809,0,0,0.00,1,1,1,0,0,1,27.8,59297,1,1,1,1,1,0,0,0,4753,97.55,2400,49.24,1015,20.82,319,6.56,4146,85.08,160,3.29,63,1.30,0,0.00,16,0.32,368,7.55,773,15.87,38,2.11,63,3.50,3550,1029,325,4249,165,65,0,17,377,785,54,88
Texas,Brazos County,1,1768,697,0,0,0.00,1,1,1,0,0,1,54.8,118750,1,1,1,1,1,0,0,0,1768,100.00,1082,61.17,186,10.52,153,8.65,1554,87.90,127,7.18,26,1.47,1,0.06,6,0.34,54,3.05,193,10.92,27,3.82,11,1.51,1981,186,153,1554,127,26,1,6,54,193,39,15
Texas,Brewster County,1,4195,1948,0,71,1.69,0,0,0,0,0,0,11.3,85586,1,1,1,1,1,0,0,0,2942,70.12,1147,27.34,683,16.28,443,10.57,2555,60.91,49,1.17,23,0.56,1,0.02,39,0.92,275,6.54,1231,29.35,54,2.77,206,10.58,1775,896,638,3648,77,41,1,51,377,1593,114,324
Texas,Brewster County,1,1876,750,0,0,0.00,0,1,0,0,0,1,14.4,41750,0,1,0,1,0,0,0,0,1118,59.59,589,31.39,300,15.99,119,6.35,924,49.24,9,0.48,10,0.51,0,0.00,6,0.32,170,9.04,810,43.16,18,2.43,85,11.35,996,457,271,1541,13,10,1,18,293,1400,28,142
Texas,Brewster County,0,3161,1509,0,4,0.13,1,1,1,1,0,1,12.8,55486,1,1,1,0,0,1,1,1,3063,96.90,1016,32.15,503,15.90,606,19.18,2717,85.97,13,0.42,15,0.47,3,0.09,34,1.08,280,8.87,861,27.24,84,5.58,105,6.93,875,524,622,2804,14,15,3,34,291,925,63,86
Texas,Briscoe County,0,1637,692,0,0,0.00,1,1,1,1,0,1,15.6,54200,1,1,1,0,0,1,1,1,1637,100.00,793,48.46,362,22.11,358,21.87,1433,87.54,41,2.50,0,0.00,0,0.00,3,0.18,160,9.77,411,25.11,24,3.48,78,11.23,738,362,358,1433,41,0,0,3,160,411,22,71
Texas,Brooks County,0,2042,743,0,0,0.00,0,0,0,0,0,1,34.0,29786,0,0,0,0,0,0,0,0,2035,99.64,1141,55.86,543,26.61,347,16.99,1848,90.48,13,0.64,1,0.05,1,0.05,2,0.10,170,8.33,1831,89.65,44,5.92,179,24.13,794,545,347,1855,13,1,1,2,170,1838,31,126
Texas,Brooks County,1,5181,1899,0,67,1.29,1,1,1,1,1,1,40.2,30000,1,1,1,1,1,0,0,1,3346,64.59,2112,40.76,930,17.96,577,11.14,2979,57.49,14,0.26,13,0.24,0,0.00,22,0.42,320,6.17,3059,59.05,165,8.69,482,25.39,3251,1461,879,4616,24,20,0,23,498,4752,205,612
Texas,Brown County,0,2014,893,0,0,0.00,1,1,0,0,0,1,10.5,53547,1,1,0,0,0,1,0,0,2014,100.00,511,25.38,363,18.02,550,27.31,1861,92.40,5,0.25,5,0.25,1,0.05,8,0.40,134,6.65,173,8.59,42,4.72,58,6.48,489,363,550,1861,5,5,1,8,134,173,46,59
Texas,Brown County,0,3989,1732,0,0,0.00,0,0,0,0,0,0,5.1,68581,0,0,0,0,0,0,0,0,3989,100.00,1258,31.53,702,17.60,944,23.67,3616,90.65,102,2.56,0,0.00,1,0.03,28,0.70,242,6.07,444,11.13,45,2.61,142,8.21,1299,702,944,3616,102,0,1,28,242,444,41,131
Texas,Brown County,0,3143,1235,0,14,0.45,0,0,0,0,0,0,9.0,67969,1,1,0,0,0,1,0,0,3143,100.00,976,31.04,744,23.67,585,18.61,2934,93.35,7,0.22,1,0.03,7,0.22,22,0.70,172,5.47,307,9.77,36,2.93,59,4.78,907,744,585,2934,7,1,7,22,172,307,34,55
Texas,Brown County,0,2912,1135,0,42,1.44,0,0,0,0,0,0,9.2,62063,0,0,0,0,0,0,0,0,1921,65.96,473,16.23,466,16.01,354,12.16,1663,57.10,73,2.50,7,0.24,0,0.00,8,0.26,170,5.86,295,10.14,25,2.24,81,7.16,681,721,533,2502,115,8,0,20,267,459,54,121
Texas,Brown County,1,2654,1092,0,52,1.96,1,1,1,1,1,1,37.8,27363,1,1,1,1,1,0,0,1,2431,91.59,1549,58.36,730,27.49,340,12.82,1925,72.52,133,5.01,4,0.15,0,0.00,13,0.49,356,13.42,916,34.51,100,9.17,283,25.91,1475,781,396,2101,151,8,0,13,381,952,97,258
Texas,Brown County,1,1369,354,0,467,34.11,0,1,0,0,0,1,36.8,25833,0,1,0,1,0,0,0,0,1044,76.26,658,48.09,158,11.56,75,5.47,759,55.47,125,9.12,6,0.43,1,0.07,5,0.39,148,10.78,353,25.77,73,20.70,74,21.02,462,240,109,1010,152,6,1,6,194,474,121,105
Texas,Brown County,1,2813,1088,0,0,0.00,1,1,1,0,0,1,14.8,33661,1,1,1,1,1,0,0,0,2200,78.22,993,35.29,594,21.13,217,7.73,1668,59.28,125,4.46,6,0.23,0,0.00,15,0.53,386,13.72,864,30.73,44,4.06,183,16.80,1453,762,271,2156,157,11,0,16,473,1053,45,227
Texas,Brown County,1,4815,2008,0,6,0.12,1,1,1,1,1,1,14.2,54115,1,1,1,1,1,0,0,1,4575,95.02,1922,39.91,1158,24.05,680,14.13,3910,81.21,181,3.76,28,0.58,1,0.02,29,0.61,426,8.84,945,19.63,101,5.04,314,15.66,1753,1232,696,4082,196,30,1,30,476,1040,82,280
Texas,Brown County,1,2497,965,0,0,0.00,1,1,1,0,0,1,22.1,47837,1,1,1,1,1,0,0,0,1558,62.41,674,26.98,439,17.57,185,7.40,1320,52.87,54,2.14,6,0.24,0,0.00,5,0.20,174,6.95,364,14.56,31,3.24,64,6.60,1365,728,287,2106,89,6,1,10,285,621,59,105
Texas,Brown County,0,4033,1501,0,394,9.77,0,0,0,0,0,0,11.6,68869,0,0,0,0,0,0,0,0,4033,100.00,1494,37.04,914,22.66,952,23.61,3591,89.04,127,3.15,29,0.72,1,0.02,9,0.22,276,6.84,624,15.47,57,3.77,96,6.38,1463,914,952,3591,127,29,1,9,276,624,60,100
Texas,Brown County,1,4296,1620,0,98,2.28,0,0,0,0,0,0,12.2,69593,1,1,1,1,1,0,0,0,4271,99.41,1273,29.63,1071,24.94,759,17.67,3880,90.32,39,0.91,49,1.14,1,0.02,30,0.69,272,6.34,622,14.47,55,3.41,88,5.42,1315,1077,765,3903,39,49,1,30,274,625,56,90
Texas,Brown County,0,3571,1155,0,595,16.66,0,0,0,0,0,0,18.1,77813,1,1,0,0,0,1,0,0,3571,100.00,1059,29.65,857,24.00,516,14.45,3100,86.81,242,6.78,10,0.28,0,0.00,24,0.67,195,5.46,681,19.07,22,1.91,99,8.59,863,857,516,3100,242,10,0,24,195,681,20,92
Texas,Burleson County,0,1421,603,0,0,0.00,0,0,0,0,0,0,6.1,69464,0,0,0,0,0,0,0,0,1421,100.00,361,25.43,282,19.85,284,19.99,1131,79.59,173,12.17,0,0.00,0,0.00,7,0.49,110,7.74,177,12.46,25,4.10,34,5.63,341,282,284,1131,173,0,0,7,110,177,24,33
Texas,Burleson County,0,4324,1694,0,0,0.00,0,0,0,0,0,0,10.0,69508,0,0,0,0,0,0,0,0,4324,100.00,1207,27.92,1033,23.89,698,16.14,3590,83.02,290,6.71,4,0.09,0,0.00,20,0.46,420,9.71,709,16.40,0,0.00,121,7.17,1151,1033,698,3590,290,4,0,20,420,709,0,119
Texas,Burleson County,1,4279,1530,0,163,3.81,1,1,1,0,0,1,16.7,56023,1,1,1,1,1,0,0,0,3406,79.59,1300,30.37,960,22.44,544,12.72,2493,58.27,430,10.06,3,0.08,0,0.00,19,0.44,460,10.74,979,22.88,98,6.43,130,8.51,1557,1183,708,3213,507,9,0,20,530,1180,135,178
Texas,Burleson County,0,3250,1301,0,0,0.00,0,0,0,0,0,0,6.8,80313,1,1,0,0,0,1,0,0,3250,100.00,949,29.19,797,24.52,475,14.62,2360,72.62,607,18.68,6,0.18,0,0.00,36,1.11,241,7.42,519,15.97,89,6.81,127,9.79,852,797,475,2360,607,6,0,36,241,519,77,115
Texas,Burleson County,0,3913,1694,0,0,0.00,0,0,0,0,0,1,17.1,52632,0,0,0,0,0,0,0,0,3621,92.54,1347,34.41,677,17.30,795,20.31,2942,75.20,421,10.77,9,0.23,3,0.07,23,0.58,223,5.69,515,13.15,84,4.97,178,10.51,1581,750,842,3098,521,9,3,24,258,581,81,192
Texas,Burnet County,0,5731,2095,0,59,1.03,0,0,0,0,0,0,10.1,66276,1,1,0,0,0,1,0,0,5731,100.00,1554,27.12,1491,26.02,790,13.78,5144,89.76,30,0.52,16,0.28,3,0.05,35,0.61,503,8.78,1116,19.47,39,1.85,97,4.63,1835,1491,790,5144,30,16,3,35,503,1116,43,104
Texas,Burnet County,0,2714,1092,0,0,0.00,0,0,0,0,0,0,4.4,81833,1,1,0,0,0,1,0,0,2714,100.00,488,18.00,579,21.33,580,21.37,2593,95.54,7,0.26,6,0.22,0,0.00,10,0.37,98,3.61,190,7.00,8,0.73,38,3.44,568,579,580,2593,7,6,0,10,98,190,9,42
Texas,Burnet County,1,6627,2260,0,924,13.94,0,0,0,0,0,0,17.7,62273,1,1,1,1,1,0,0,0,4927,74.35,1664,25.10,1058,15.96,860,12.97,4354,65.70,252,3.80,35,0.53,4,0.06,31,0.47,252,3.80,873,13.18,51,2.24,277,12.24,2314,1552,1077,5777,328,42,4,59,417,1349,96,375
Texas,Burnet County,0,5302,2155,0,1,0.02,0,0,0,0,0,0,13.8,60671,0,0,0,0,0,0,0,0,5301,99.99,1666,31.42,1070,20.18,1248,23.54,4952,93.41,26,0.49,6,0.11,1,0.02,36,0.68,280,5.28,502,9.47,17,0.78,238,11.05,1770,1070,1248,4953,26,6,1,36,280,502,16,251
Texas,Burnet County,0,6104,2281,0,0,0.00,0,0,0,0,1,0,11.9,62593,0,0,0,0,0,0,0,1,6104,100.00,2424,39.71,1543,25.28,1069,17.51,4964,81.32,75,1.23,21,0.34,1,0.02,65,1.06,978,16.02,2326,38.11,131,5.76,71,3.13,2509,1543,1069,4964,75,21,1,65,978,2326,128,67
